conversation_root_id,tweet_id,customer_message,intent,context
2281513,2281513,@AmazonHelp not impressed to have my delivery left like this on Friday evening! Myself and my partner were out all day at work... My neighbours would have taken the delivery if the driver bothered to ask... https://t.co/AyC3QO6muh,Delivery and order fulfillment,"CUSTOMER: @AmazonHelp not impressed to have my delivery left like this on Friday evening! Myself and my partner were out all day at work... My neighbours would have taken the delivery if the driver bothered to ask... https://t.co/AyC3QO6muh
AmazonHelp: @663179 Oh no!! Do you have unattended delivery preferences set? You can find more about this here: https://t.co/UwEA573WOT   We'd also like to take feedback, Jessica! Reach us via phone/chat: https://t.co/JzP7hlA23B If you have any further questions, let us know! ^KN"
622364,622364,Porque usan a Correos de Mexico? @116875 no es posible que estoy en la sala y de pronto llegue mail de “no pudimos entregar porque no hay quien reciba”,Other/Unclear/non-substantive,"CUSTOMER: Porque usan a Correos de Mexico? @116875 no es posible que estoy en la sala y de pronto llegue mail de “no pudimos entregar porque no hay quien reciba”
AmazonHelp: @267726 Hola, lamento el inconveniente. ¿Has entrado en contacto con la empresa de transportes para verificar lo sucedido con la entrega? ^KS
CUSTOMER: @AmazonHelp El Carrier dice Amazon Logistics MX ya mandé mail a Amazon y contestaron que intentaron llamarme (no tengo llamada perdida) e intenté llamar pero no enlaza desde la aplicación.
AmazonHelp: @267726 Entiendo Rox, te recomendamos contactar nuevamente, recuerda que puedes hacerlo mediante chat o teléfono, solo tiene que ingresar en el siguiente enlace: https://t.co/beR78zMMYB  ^HC"
2618157,2618157,@117795 can I pay prime monthly some months &amp; not others or is it for the year &amp; can't cancel &amp; reactivate want to use it this mth,Prime membership and benefits,"CUSTOMER: @117795 can I pay prime monthly some months &amp; not others or is it for the year &amp; can't cancel &amp; reactivate want to use it this mth
AmazonHelp: @739904 Hello, yes you can pay month by month if you'd like. Auto renew would have to be turned off to ensure the membership doesn't activate automatically for the next month. More info can be found here: https://t.co/CFCbuaj4w7 ^CN
CUSTOMER: @AmazonHelp that's great thank you much, now I can get spending 😂"
2358875,2358875,@115821 logistics home delivery has lost the last two packages sent to me. What are the chances they break the streak tomorrow? Not likely!!! 😂😂😂😂 #LostPackages #ThreePeat,Delivery and order fulfillment,"CUSTOMER: @115821 logistics home delivery has lost the last two packages sent to me. What are the chances they break the streak tomorrow? Not likely!!! 😂😂😂😂 #LostPackages #ThreePeat
AmazonHelp: @681269 I'm sorry that this is happening. Please contact us directly here so that we can look into this for you:https://t.co/GCjtOyfyq5  ^SM"
2964028,2964028,@115830 saying you've attempted a delivery!! When actually you over ran your deliveries for the day!! The cameras dont lie but you clearly do!!,Delivery and order fulfillment,"CUSTOMER: @115830 saying you've attempted a delivery!! When actually you over ran your deliveries for the day!! The cameras dont lie but you clearly do!!
AmazonHelp: @817828 Hello Nick. I'm very sorry to hear you didn't receive your order as expected! This certainly isn't what we like to strive for and we'd like to help the best we can. When you have the chance, please reach out to us here: https://t.co/JzP7hlA23B. ^HC
CUSTOMER: @AmazonHelp Dont patronise me - Ive already been down that road - how about try a harder to help!
AmazonHelp: @817828 I'd like a member of our team to take a better look at this with you. Please provide detailed information to us here: https://t.co/Fs1fYPy7UQ ^KP"
1156657,1156657,@120533 j'ai passé une commande samedi pour livraison le 25 ou 26 mais elle n'est toujours pas expédiée 😭😭. Mais que se passe t'il ??,Other/Unclear/non-substantive,"CUSTOMER: @120533 j'ai passé une commande samedi pour livraison le 25 ou 26 mais elle n'est toujours pas expédiée 😭😭. Mais que se passe t'il ??
AmazonHelp: @392090 Bonjour, je suis désolé d'apprendre cela. Avez-vous contacté notre service client afin d'effectuer des recherches ? ^ME
CUSTOMER: @AmazonHelp Non. Comment puis je les contacter ?
AmazonHelp: @392090 Vous pouvez les joindre via le lien suivant: https://t.co/hgIrz98cdI ^BR
CUSTOMER: @AmazonHelp Merci. Je vais voir avec eux
AmazonHelp: @392090 Je vous en prie :) ^FT"
1597043,1597043,@115850 hey i need help 😓😓,Other/Unclear/non-substantive,"CUSTOMER: @115850 hey i need help 😓😓
AmazonHelp: @490607 Hi Aanshu, how may I help you ? ^HT
CUSTOMER: @AmazonHelp I'm not able to make payment for product each time showing error or transaction failed my Amazon email id is :- __email__
AmazonHelp: @490607 Please reach out to us from the link here: https://t.co/beaaDm0muc and we will assist you accordingly. (2/2)^HR
AmazonHelp: @490607 As this is a social media platform, we can't view your account details. (1/2)^HR"
2422785,2422785,I just want to be able to stream reputation while I'm at work. Usually when I buy from @115821 it puts the music in your library. BUT not this time.,"Digital products, devices, and apps","CUSTOMER: I just want to be able to stream reputation while I'm at work. Usually when I buy from @115821 it puts the music in your library. BUT not this time.
AmazonHelp: @695842 If you purchased the CD: https://t.co/ADeOM8frjy it doesn't come with AutoRip: https://t.co/nmNX0hWrWF. You can upload the album following these steps: https://t.co/o1kTtHPzGx ^AF
CUSTOMER: @AmazonHelp Thank you! Is there any chance it will autorip in the future?"
388863,388863,@AmazonHelp Order no-407-4421210-3428346 refund was not issued till date.plz resolve dis issue ASPA.,Delivery and order fulfillment,"CUSTOMER: @AmazonHelp Order no-407-4421210-3428346 refund was not issued till date.plz resolve dis issue ASPA.
AmazonHelp: @208012 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ ^MM
CUSTOMER: @AmazonHelp plz sort out this issue
AmazonHelp: @208012 with our support team from the link provided earlier and we'll help you with this. (2/2)^SQ
AmazonHelp: @208012 We don't have access to your Amazon order info via Twitter. Kindly connect (1/2)^SQ
AmazonHelp: @208012 Kindly reach out to our support team here: https://t.co/2t6DQoUmNZ for assistance. 2/2 ^MM
AmazonHelp: @208012 Sorry to hear that you've still not received the refund for your order.1/2 ^MM"
2931048,2931048,"@AmazonHelp i want to know my order cancel and return status  and please remove your customer care number if you are  not capeble for answering. so many time i try to call on 180030009009 and they said log in our webside.
jayesh chouhan(7223059556)",Delivery and order fulfillment,"CUSTOMER: @AmazonHelp i want to know my order cancel and return status  and please remove your customer care number if you are  not capeble for answering. so many time i try to call on 180030009009 and they said log in our webside. jayesh chouhan(7223059556)
AmazonHelp: @810753 We're sorry for the trouble. Please help us with more information via email or any other mode available, here: https://t.co/vlvfJr4nN9. We'll check this for you. Please don’t provide your details as we consider them to be personal information. (1/2)
CUSTOMER: @AmazonHelp ill try every way to contact but always fail. no reply of yourside.  i want resolve right here. or you make a call of my contact nomber.
AmazonHelp: @810753 Sorry for the trouble while trying to connect with our support team. I have arranged for a call back. You would be contacted by one of our team members shortly. ^KK
CUSTOMER: @AmazonHelp My name jayesh CHOUHAN and contact me 7223059556 . I want as soon as possible resolution.
AmazonHelp: @810753 I get your concern. However, I see that you have contacted by one of our representatives on this issue in the afternoon. Request you to proceed as per the information provided to you on call. ^HS"
1247171,1247171,One of the leading cheating online shopping portal #AmazonGreatIndianFestival @AmazonHelp https://t.co/jsXLSdogpl,Other/Unclear/non-substantive,"CUSTOMER: One of the leading cheating online shopping portal #AmazonGreatIndianFestival @AmazonHelp https://t.co/jsXLSdogpl
AmazonHelp: @366939 Sorry to know that, have you reported this to our support team here: https://t.co/R3EfhzgU8B? ^PS"
537531,537531,@115821 I don’t care it was coming from a third party. I care about it never arrived and it will take 5 days for a refund and being told no supervisors were available to talk to me and that the rep called me not my actual name,"Returns, refunds, and charges","CUSTOMER: @115821 I don’t care it was coming from a third party. I care about it never arrived and it will take 5 days for a refund and being told no supervisors were available to talk to me and that the rep called me not my actual name
AmazonHelp: @244600 Hi Gwen, I'm sorry to hear of this. Were you at least offered a call back for a supervisor? ^KI
CUSTOMER: @AmazonHelp I was told a supervisor was not available. I asked for a call back. We’ll see.
AmazonHelp: @244600 Please keep us updated. We'd like to help! ^AP"
1557248,1557248,Anybody using @128308 with @116327 MiFi 2 ? How to access the WiFi disk feature on fire tv?,"Digital products, devices, and apps","CUSTOMER: Anybody using @128308 with @116327 MiFi 2 ? How to access the WiFi disk feature on fire tv?
AmazonHelp: @352538 Please reach out to our support team here: https://t.co/mnOpUOz6SF to know more about this feature. They'll assist you. ^NK"
1254619,1254619,@AmazonHelp was unaware you guys took people's money before shipping out items. I'm kind of disappointed tbh,Delivery and order fulfillment,"CUSTOMER: @AmazonHelp was unaware you guys took people's money before shipping out items. I'm kind of disappointed tbh
AmazonHelp: @414277 We don't! Is it an authorization charge from the bank? ^SA
CUSTOMER: @AmazonHelp Nope. The money has been taken out of my account.
AmazonHelp: @414277 We'd like to help! The account isn't fully charged until the order ships. Let's see if this applies: https://t.co/Ecsq0fjGK7 ^KJ
CUSTOMER: @AmazonHelp You have pulled $200+ out of my account and my item has yet to ship.... Very annoyed right now.
AmazonHelp: @414277 We'd like to look into this with you. When you have a moment, please contact us here: https://t.co/Q7Ftz6nj80 ^RA
CUSTOMER: @AmazonHelp Not Amazon.ca I ordered via https://t.co/I4EYHosH4f. Also I would rather keep contact here, I have the time to tweet not chat
AmazonHelp: @414277 contact us here: https://t.co/hApLpMlfHN for further insight. ^HC (2/2)"
1444417,1444417,"@124285 @116316 Erst Paket per EveningExpress gestern nicht liefern &amp; jetzt soll ich morgen 10-18 Uhr zuhause darauf warten, Euer Ernst?",Other/Unclear/non-substantive,"CUSTOMER: @124285 @116316 Erst Paket per EveningExpress gestern nicht liefern &amp; jetzt soll ich morgen 10-18 Uhr zuhause darauf warten, Euer Ernst?
AmazonHelp: @455180 Beim EveningExpress ist auch die Zweitzustellung normalerweise zwischen 18 und 21 Uhr ^AN
CUSTOMER: @AmazonHelp @124285 Es hat sich seit gestern Abend nix am Lieferstatus geändert. Scheinbar haben andere den selben Fehler. Hoffe morgen wird geliefert https://t.co/wsYsZxUZxF
CUSTOMER: @AmazonHelp @124285 Nach allen Telefonaten bekomme ich jetzt Kaufpreis zurück &amp; müsste mir das Produkt zu 20-30% Aufpreis neukaufen. So verliert man Kunden."
175443,175443,"Got an email from @115830 ""your parcel has been left in safe place"" and sends me this photo. An expensive item and you have left it like that? https://t.co/ez67WDBVwW",Delivery and order fulfillment,"CUSTOMER: Got an email from @115830 ""your parcel has been left in safe place"" and sends me this photo. An expensive item and you have left it like that? https://t.co/ez67WDBVwW
AmazonHelp: @157206 I'm sorry for the way this delivery was handled! We're available to address this concern. At your convenience, you may reach us via phone or chat here: https://t.co/oGDklGgbCZ ^SJ"
2297413,2297413,"@115821 right now you're customer service is AWFUL! My account has been locked and no matter what I do I get the same ""canned"" email.",Customer service escalation and feedback,"CUSTOMER: @115821 right now you're customer service is AWFUL! My account has been locked and no matter what I do I get the same ""canned"" email.
AmazonHelp: @666948 Sorry to hear- Which site is your account with? What has been advised when you reached out previously? Have you been provided any steps to regain access to your account? ^NV
CUSTOMER: @AmazonHelp Every time I ask them to confirm I get the same canned response that I received a month ago
AmazonHelp: @666948 Sorry to hear that. What does the response say? Does it ask you to send in info to verify the account? ^JJ
CUSTOMER: @AmazonHelp No - it just says there was an issue with the CC and to fix it with the CC company or provide new payment info. Well it was fixed. So it shouldn't be held up anymore.
CUSTOMER: @AmazonHelp We have received your reply. We removed your access to this account because your card issuer disputed the original charge for this order and withdrew your payment. Because of this dispute, we have not received payment for the order. Once payment is made to Amazon, you will ...
AmazonHelp: @666948 I'm very sorry for all the trouble that this has caused. I would like one of our Social Media specialists to look into this with you. Please provide the information that is requested as well as all you've told me here: https://t.co/i04ECQI9yV ^ZW
CUSTOMER: @AmazonHelp This took me to the U.K. Site but I'm in the US."
1107287,1107287,Hey @117795 is there any chance in hell You can somehow explain how to drivers how to deliver to the correct door of my apartment?,Delivery and order fulfillment,"CUSTOMER: Hey @117795 is there any chance in hell You can somehow explain how to drivers how to deliver to the correct door of my apartment?
AmazonHelp: @381331 Sorry about this! Please contact us via the Prime Now app. We look forward to hearing from you! ^VB"
1089822,1089822,"Fraud activities running in Amazon India, Order no (402-6141121-0449110).  Order was virtually delivered, @53379 , @115850 , @115821",Delivery and order fulfillment,"CUSTOMER: Fraud activities running in Amazon India, Order no (402-6141121-0449110).  Order was virtually delivered, @53379 , @115850 , @115821
AmazonHelp: @377115 Please don’t provide the order details, we consider it to be personal info. Our Twitter page is visible to public. 2/2 ^MA
AmazonHelp: @377115 I'm sorry about the trouble with the delivery. We'd like to help, kindly connect with us here: https://t.co/vlvfJr4nN9 1/2
CUSTOMER: @AmazonHelp Is this solution or suggestion @115821 @115850 @AmazonHelp
CUSTOMER: @AmazonHelp Contacted many times but no response.
AmazonHelp: @377115 I get you being upset, Raj. As our Executive Customer Relations team is handling the issue, please wait for a response. ^NK
CUSTOMER: @AmazonHelp I am in contact with CEO Jeff @115821 @AmazonHelp @115850
CUSTOMER: @377115 @53379 @115850 @115821 Same thing has hapen to me I have ordered addidas shoes from my hard earned money and and Amazon is clueless about its whereabouts."
2900991,2900991,"@AmazonHelp Is the HDFC INSTANT DISCOUNT OF ₹1500 offered on purchase of One Plus 5T mobile valid for all the customers holding HDFC CARDS or only Amazon Prime customers holding the HDFC Cards.

Pls revert ASAP.",Prime membership and benefits,"CUSTOMER: @AmazonHelp Is the HDFC INSTANT DISCOUNT OF ₹1500 offered on purchase of One Plus 5T mobile valid for all the customers holding HDFC CARDS or only Amazon Prime customers holding the HDFC Cards.  Pls revert ASAP.
AmazonHelp: @774344 The offer is applicable to all the customers who purchase One Plus 5T with HDFC Bank Debit &amp; Credit Cards between November 28 to December 2 2017. Please refer it here: https://t.co/e80meUAKUu and get back to us If you still have any further queries. ^NK
CUSTOMER: @AmazonHelp Thank You so much. One more thing, is it an Instant Discount i.e. Customer needs to pay net amount after deduction of 1500 Or the CASHBACK will be credited to Amazon pay balance or refunded in bank account in later part of the year or so?
AmazonHelp: @774344 This promotion is a instant discount. Please refer to the T&amp;C here: https://t.co/xebJ0HEBs1 for more info about this offer. ^SV"
2819246,2819246,"@115850 I wanted refund of my order, but I think I clicked on replace. Can it be changed? I dont want the new product which is being delivered. I want a refund.",Delivery and order fulfillment,"CUSTOMER: @115850 I wanted refund of my order, but I think I clicked on replace. Can it be changed? I dont want the new product which is being delivered. I want a refund.
AmazonHelp: @785825 Kindly get in touch with us here: https://t.co/vlvfJr4nN9 and we'll check it for you. ^AU"
603188,603188,Comprar @3977 a través de @116928 lo venden y me dicen q no hay stock y no me dan un plazo de entrega 🧐 que no depende de ellos...No es muy normal 😤!!!,Other/Unclear/non-substantive,"CUSTOMER: Comprar @3977 a través de @116928 lo venden y me dicen q no hay stock y no me dan un plazo de entrega 🧐 que no depende de ellos...No es muy normal 😤!!!
AmazonHelp: @263282 Hola Alex, puedes indicarnos ¿cuando realizaste el pedido te indicamos una fecha de entrega en el correo electrónico de confirmación? ¿El artículo indicaba estaba disponible en el momento de la compra? Puedes encontrar más información aquí:  https://t.co/ocVRT0G3Fm. ^MZ
CUSTOMER: @AmazonHelp No indicaban fecha de entrega, cuando lo compre ponía q no estaba disponible pero q iba a ser inmediato. Ayer pregunté a su ayuda y no me daban ningún plazo ni ninguna fecha. Entiendo q no este en stock , pero entiendo q tendrán algún protocolo para indicar una fecha estimada, n?
AmazonHelp: @263282 Alex, gracias por el dato, en ese caso no contamos un una fecha estimada, de lo contrario con mucho gusto. Recibirás un e-mail con la fecha de entrega estimada en cuanto tengamos más información, si gustas, puedes esperar un poco más. ^CB
CUSTOMER: @AmazonHelp Por cierto dos consultas vía email A1AMN0077G8Z9T y A2ZNUQ2O58HOGQ la misma respuesta"
704430,704430,"@115821 i need help with something, how can I contact you? I can't find an e-mail for you",Other/Unclear/non-substantive,"CUSTOMER: @115821 i need help with something, how can I contact you? I can't find an e-mail for you
AmazonHelp: @288329 Hi! What seems to be the issue? Maybe we can help via Twitter, but if you want to reach our customer service you can do so by phone or chat here: https://t.co/hApLpMlfHN Let us know if you have any questions! ^DA
CUSTOMER: @AmazonHelp I purchased something with my account ID of +201122210595 and the money was taken from my account, another amount was held even thought the package was delivered and the price was taken already from my visa. Why is that?"
1824718,1824718,@115821 when will you solve my issue. You are making fake promises from 2 weeks.,Other/Unclear/non-substantive,"CUSTOMER: @115821 when will you solve my issue. You are making fake promises from 2 weeks.
AmazonHelp: @547771 That's quite a remark, could you please elaborate on where we missed? ^AH
CUSTOMER: @AmazonHelp Actually ,I got self return for my order but I have tried more than 10 courier services but all of them denied.so plz help
AmazonHelp: @547771 Please try with Indian postal service. They will be able to assist you. ^RW
CUSTOMER: @AmazonHelp I have tried Indian postal service 2 times but they denied.
AmazonHelp: @547771 Have you reported it to our support team here:  https://t.co/TxK11znixD ^HR
CUSTOMER: @AmazonHelp Yes more than 30 times but they were making me fool , I want new product otherwise I want my money back .
AmazonHelp: @547771 back to you. 2/2 ^SH"
2581895,2581895,"Gracias @116875 ya tengo mi nueva maleta para ir al gimnasio! ( ya tengo más voz, súper sexy) https://t.co/TzeERJ4vkc",Other/Unclear/non-substantive,"CUSTOMER: Gracias @116875 ya tengo mi nueva maleta para ir al gimnasio! ( ya tengo más voz, súper sexy) https://t.co/TzeERJ4vkc
AmazonHelp: @731735 ¡Hola, Brenda! ¡ Esperamos que la maleta te sea muy provechosa! Acá ya nos contagiaste y empezamos a hacer ejercicio. 🏋‍♂🏋‍♀^DS https://t.co/lhew4Cg3CE
CUSTOMER: @AmazonHelp siii! ya estaba horrible la que traía, ya no daré pena ajena en el gym jaja :)
AmazonHelp: @731735 Y cuéntanos, ¿ya estrenaste la maleta? ¿Te ha gustado? Vas a ser la envidia del gym 💪✨ ^ES"
2697998,2697998,@115833 is there any way to stop Alexa from offering me the same incorrect response over and over again?,"Digital products, devices, and apps","CUSTOMER: @115833 is there any way to stop Alexa from offering me the same incorrect response over and over again?
AmazonHelp: @156623 I'm sorry for the troubles, Alex! Have you tried these steps: https://t.co/jAdZIAWWqF? ^AB
CUSTOMER: @AmazonHelp Yes. I’m not a n00b!"
1491770,1491770,アマゾンのコンビニ受取メールが来ないぞ,Other/Unclear/non-substantive,"CUSTOMER: アマゾンのコンビニ受取メールが来ないぞ
AmazonHelp: @466439 店舗到着からお受取り可能メール送信までタイムラグがございます。お待ちいただいても届かない場合はカスタマーサービスまでお知らせください。https://t.co/NtNAX37Sr4 なお、送信済みの場合はアカウントサービスのメッセージセンターで確認可能です。ET
CUSTOMER: @AmazonHelp タイムラグって何時間ぐらいまでが仕様なのですか？　 今日着予定と聞いて勝手に夕方までには受け取れるものと勝手に想像してしまうので…
AmazonHelp: @466439 商品の到着から認証キー発行までの時間は決まっておりませんので、一概にご案内できないことをご了承下さい。なお、お届け予定日を過ぎても認証キーが届かない場合には、さきほどのURLよりカスタマーサービスまでお問合せ下さい。 EK"
424047,424047,@AmazonHelp My card details are stored at Amazon.in and I never gave consent to use it for https://t.co/2vmbgN1udJ's prime membership 2/3,Prime membership and benefits,"CUSTOMER: @AmazonHelp My card details are stored at Amazon.in and I never gave consent to use it for https://t.co/2vmbgN1udJ's prime membership 2/3
AmazonHelp: @215946 no problem, please contact us here:  https://t.co/hApLpMlfHN we'd be happy to help you out. ^AS"
2211803,2211803,"@115850  ordered a product form your website in 21st. received it on 23, now its 3rd day nd the product has started leaving his color. Please refund my money. Nd for your kind information i won't have the packaging so accept it nd refund my money..","Returns, refunds, and charges","CUSTOMER: @115850  ordered a product form your website in 21st. received it on 23, now its 3rd day nd the product has started leaving his color. Please refund my money. Nd for your kind information i won't have the packaging so accept it nd refund my money..
AmazonHelp: @443659 My apologies for the experience you've had with the item, Anand. Please reach out to us via: https://t.co/7E254QtTus and we will be happy to have this checked. ^KS"
248145,248145,"@115850 order 4075652688.4005160  u cancel payment ws made by NRE account,post a cheque to address  SOORADA GOPAL KUMAR  TEL NO 8422990099",Delivery and order fulfillment,"CUSTOMER: @115850 order 4075652688.4005160  u cancel payment ws made by NRE account,post a cheque to address  SOORADA GOPAL KUMAR  TEL NO 8422990099
AmazonHelp: @174953 Please don't provide your order details as we consider it personal information. Our twitter page is visible to public. (2/2)^SQ
AmazonHelp: @174953 I couldn't comprehend your concern. Could you elaborate the issue so that we can assist you accordingly. (1/2)^SQ"
469371,469371,"Yet another late/Missing parcel from @AmazonHelp @115830 On a subscribe &amp; save was sent days ago, meant to arrive on the 30th and no updates at all. This is happening far too often. #Sortitout",Delivery and order fulfillment,"CUSTOMER: Yet another late/Missing parcel from @AmazonHelp @115830 On a subscribe &amp; save was sent days ago, meant to arrive on the 30th and no updates at all. This is happening far too often. #Sortitout
AmazonHelp: @226772 Oh no! I'm sorry your order is taking longer than expected to arrive! What is the most recent tracking update showing here: https://t.co/aaDyEz1VgE? ^BN
CUSTOMER: @AmazonHelp Wednesday, 29 November  Parcel has been handed over to the carrier and is in transit
AmazonHelp: @226772 I am sorry to hear this. Can I ask, what website did you place this order on please? https://t.co/nUUp5MLhYl or AmazonUK etc?^GA
CUSTOMER: @AmazonHelp Amazon UK, it's a subscribe &amp; save. Was sent the same day as other items but never arrived.
AmazonHelp: @226772 Hey Kris, please contact us here for further support:  https://t.co/JzP7hlA23B ^AT
CUSTOMER: @AmazonHelp I already have. Yesterday evening I got a reply saying my parcel is on time which it most definitely isn't! I've filled it in again.
AmazonHelp: @226772 Thank you, Kris. Please keep us posted!^GA"
446120,446120,I'm not sure that's how a graphics card should be shipped @115821 @8090 https://t.co/w7bBKIeWjV,Other/Unclear/non-substantive,"CUSTOMER: I'm not sure that's how a graphics card should be shipped @115821 @8090 https://t.co/w7bBKIeWjV
AmazonHelp: @220661 Hey, Jacques! This product was delivered to you in an Amazon Frustration-Free Package, a recyclable box that is easy to open and comes without excess materials. We'd appreciate your feedback about your packaging as well, here: https://t.co/lSVN3kb44b ^GP"
1406987,1406987,"@AmazonHelp 
Still the issue is unresolved the missing panasonic Tv49"" wall mount is not yet delivered awaiting since 3 weeks.",Delivery and order fulfillment,"CUSTOMER: @AmazonHelp  Still the issue is unresolved the missing panasonic Tv49"" wall mount is not yet delivered awaiting since 3 weeks.
AmazonHelp: @447027 We've sent a correspondence to your registered email address. Please check and you may write back to the same. ^SQ"
2590199,2590199,@115821 why do I bother paying for prime membership if the last 4 orders I placed can’t get to me when u “guarantee”?,Prime membership and benefits,"CUSTOMER: @115821 why do I bother paying for prime membership if the last 4 orders I placed can’t get to me when u “guarantee”?
AmazonHelp: @733678 Hello, Mark. I'm sorry for the recent delivery issues that you've been having. Have you been having this issue with a particular carrier? You can find that info here: https://t.co/Y5jpI9gRhE   ^FJ
CUSTOMER: @AmazonHelp Don’t know, order history doesn’t show the carrier. But 1-day shipping is a joke
AmazonHelp: @733678 By reviewing the link FJ provided, you should be able to see your order details along with any carrier information if these items were shipped. ^WM
CUSTOMER: @AmazonHelp The last time I tried 1-day shipping (unsuccessfully) was Sept, and as I said order history doesn’t show the carrier for orders before Oct
AmazonHelp: @733678 Were the items sold directly by Amazon or a seller? ^CN"
816979,816979,@AmazonHelp where’s my parcel at? It’s expected today and it’s been on it’s way since 10:30am,Delivery and order fulfillment,"CUSTOMER: @AmazonHelp where’s my parcel at? It’s expected today and it’s been on it’s way since 10:30am
AmazonHelp: @314577 Sorry to hear it's behind schedule! Late parcels typically turn up the following business day. Keep us posted! ^BL
CUSTOMER: @AmazonHelp still nothing... can you help please
AmazonHelp: @314577 Sorry to hear this - what's the latest order status - is it with the carrier ?   https://t.co/Y5jpI9gRhE  ^TD"
1216724,1216724,Thanks Amazon for making sure my popcorn is not damaged. Banana for scale https://t.co/AtzWTu1TCH #memes https://t.co/o5GVBgOx72,Other/Unclear/non-substantive,"CUSTOMER: Thanks Amazon for making sure my popcorn is not damaged. Banana for scale https://t.co/AtzWTu1TCH #memes https://t.co/o5GVBgOx72
AmazonHelp: @405505 We're always looking to improve! To submit feedback to our packaging team please visit us here: https://t.co/5vvodIc781 ^WT"
522493,522493,"Amazon最悪。
マーケットプレイス保証全く連絡来ないし",Other/Unclear/non-substantive,"CUSTOMER: Amazon最悪。 マーケットプレイス保証全く連絡来ないし
AmazonHelp: @240692 ご心配をおかけしております。Twitterではご注文に関する情報が確認できませんが、マーケットプレイス保障を申請後、調査完了までには1-2週間ほどかかります。調査完了後にEメールでご連絡となりますので今しばらくお待ちください。MH
CUSTOMER: @AmazonHelp わかりました。ありがとうございます。
AmazonHelp: @240692 恐れ入りますが、よろしくお願いいたします。 YM"
2377217,2377217,"Amazonポイントて履歴みたいなん見れないのかな
たった一ポイントだとほんとうに返してもらえたのかすらわからんわ",Other/Unclear/non-substantive,"CUSTOMER: Amazonポイントて履歴みたいなん見れないのかな たった一ポイントだとほんとうに返してもらえたのかすらわからんわ
AmazonHelp: @685628 アマゾンです。Amazonポイントはアカウントサービスの「Amazonポイント残高の確認」よりご覧いただけます。https://t.co/edVwYqSEsd ET
CUSTOMER: @AmazonHelp ありがとうございます。 出品者から、全額返金したと言われたのですがポイントが増えていないようで…ギフト券の残高もありません。反映までに時間がかかるのでしょうか？
AmazonHelp: @685628 出品者からご注文ですね。お支払方法はコンビニ払いでしたか？ET
CUSTOMER: @AmazonHelp auWalletカード(MasterCard扱いです)か、Amazonポイントでの支払いでした。
AmazonHelp: @685628 カードでのお支払の場合は、カードにご返金となります。返金状況はアカウントサービスの注文履歴から確認可能です。確認しても問題が解決しない場合はカスタマーサービスにてお調べいたします。こちらからご連絡ください。https://t.co/NtNAX37Sr4 ET
CUSTOMER: @AmazonHelp 度々すみません、注文履歴のどこから確認できますでしょうか？
AmazonHelp: @685628 Amazonポイントは以下のページからご確認いただけます。&gt; https://t.co/uf7Lh8yNaB なお、返金処理から反映までに1-2日程度かかる場合がございますので、お待ちいただければと存じます。 YM"
2226552,2226552,"Dank @116316  Logistics darf ich jetzt eine Woche auf meine Prime Pakete warten. Wie soll das auch was werden, wenn der Fahrer einfach virbeifährt und die Zustellversuche angeblich fehlschlagen?",Prime membership and benefits,"CUSTOMER: Dank @116316  Logistics darf ich jetzt eine Woche auf meine Prime Pakete warten. Wie soll das auch was werden, wenn der Fahrer einfach virbeifährt und die Zustellversuche angeblich fehlschlagen?
AmazonHelp: @649950 Eine Woche! 😱 So lange sollte es keinesfalls dauern. Sei bitte so nett und melde dich bitte über folgenden Link direkt bei uns im Amazon.de Social Media Team: https://t.co/cUDnC8mjd7 Dann prüfen wir nach, was da los ist. Grüße ^TR"
111854,111854,@AmazonHelp one of your parcel people just parked outside my house looked at my door and left I'm just wondering if he's driven off +,Delivery and order fulfillment,"CUSTOMER: @AmazonHelp one of your parcel people just parked outside my house looked at my door and left I'm just wondering if he's driven off +
CUSTOMER: @AmazonHelp with my parcel??
AmazonHelp: @140838 Who was the courier that was assigned to delivery your order?^SM
CUSTOMER: @AmazonHelp amazon logistics
AmazonHelp: @140838 I can confirm Amazon Logistics deliver until 9pm every day. Please keep us posted with the progress of this order Charlotte.^GA
CUSTOMER: @AmazonHelp why the hell do I have to wait this long because of YOUR mistake which I told YOU about https://t.co/p7VXKfFsTd
CUSTOMER: @AmazonHelp and I want a god damn good explanation as to why your driver thought it was a good idea to come to the outside of my house and
CUSTOMER: @AmazonHelp text on his phone for god knows how long and then mess with his satnav all while looking at my door in between"
1177298,1177298,Great job @115830 really looking after your customer parcels 👌🏻 delivery on point https://t.co/gmeb7QkKZQ,Delivery and order fulfillment,"CUSTOMER: Great job @115830 really looking after your customer parcels 👌🏻 delivery on point https://t.co/gmeb7QkKZQ
AmazonHelp: @246504 Oh my! Apologies for the troubles, Amanda! We would like to look into this in real time. Please ring us when you have a moment: https://t.co/JzP7hlA23B. ^AL"
1775039,1775039,Amazonプライムで映画観てるからもうほとんど外に出ないレベルだよ…,Other/Unclear/non-substantive,"CUSTOMER: Amazonプライムで映画観てるからもうほとんど外に出ないレベルだよ…
AmazonHelp: @533433 |ω・).｡oO( 気に入っていただけているようでうれしいです・・・！） SK"
