example_id,tweet_id,conversation_root_id,customer_message,context,intent,expected_escalation,escalation_reason,label_source,annotation_status,reviewer_intent,reviewer_expected_escalation,reviewer_notes
amz-0116,1871748,1871748,@115850 If you can't keep your words why promise? 3 customer support guys assured return pickup. Never happened. Worst service ever!,"CUSTOMER: @115850 If you can't keep your words why promise? 3 customer support guys assured return pickup. Never happened. Worst service ever!
AmazonHelp: @558956 I'd like to take a closer look into it. Please fill in this form: https://t.co/GIJyeYqKE0 and I'll revert shortly. ^AB",Customer service escalation and feedback,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Product condition, item accuracy, and seller issues",AUTO_HANDLE,
amz-0117,2465668,2465668,"New @117634 update on iPad is complete piece of shit. Lost downloaded samples, it’s glitchy, lost my place in books. #fixit @115851 https://t.co/makYEYdcOP","CUSTOMER: New @117634 update on iPad is complete piece of shit. Lost downloaded samples, it’s glitchy, lost my place in books. #fixit @115851 https://t.co/makYEYdcOP
AmazonHelp: @705589 I'm sorry for the frustration! We'd like to assist you with this directly, please reach us here: https://t.co/hApLpMlfHN ^DW",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Customer service escalation and feedback,ESCALATE,
amz-0118,2771681,2771681,"Por que eu demorei TANTO pra baixar o App da @117086?! Gente, melhor App pra fazer compras, rastreamento com detalhes e etc 👏🏻👏🏻👏🏻","CUSTOMER: Por que eu demorei TANTO pra baixar o App da @117086?! Gente, melhor App pra fazer compras, rastreamento com detalhes e etc 👏🏻👏🏻👏🏻
AmazonHelp: @774759 Olá Luciana, é amor demais nosso app! Esperamos que curta muito! ❤ ^DA","Digital products, devices, and apps",AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,Account access and security,AUTO_HANDLE,
amz-0119,1156747,1156747,@115821 ça se passe comment les livraisons à l'a peu près avec les livreurs qui balancent les colis devant la porte ou chez des voisins...,"CUSTOMER: @115821 ça se passe comment les livraisons à l'a peu près avec les livreurs qui balancent les colis devant la porte ou chez des voisins...
AmazonHelp: @392110 Bonjour, rencontrez-vous un problème avec une commande en cours s'il vous plaît ? ^BR",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Digital products, devices, and apps",ESCALATE,
amz-0120,2868423,2868423,@116439 My fire stick recently started turning itself on and changing the input from cable to fire stick. It’s possessed. Please help!,"CUSTOMER: @116439 My fire stick recently started turning itself on and changing the input from cable to fire stick. It’s possessed. Please help!
AmazonHelp: @796600 Oh no, that's no good! Please contact us here: https://t.co/hApLpMlfHN. We'd like to help any way we can. ^CC","Digital products, devices, and apps",AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Returns, refunds, and charges",ESCALATE,
amz-0121,74774,74774,魔法使いの嫁もメイドインアビスもAmazon prime会員で追加料金なしにサクサク見れる…やばい…,"CUSTOMER: 魔法使いの嫁もメイドインアビスもAmazon prime会員で追加料金なしにサクサク見れる…やばい…
AmazonHelp: @132736 こんばんは、Amazonです。プライム・ビデオ、お楽しみいただけたら幸いです😊✨ サクサク見ちゃってくださいね～🎵 RI",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Digital products, devices, and apps",AUTO_HANDLE,
amz-0122,477846,477846,@115821 not living up to expectations.  Over a week for delivery (on PRIME) - lost two laptops in the depot (have Hermes stolen them??) and you refuse to match my order offering me smaller screens or agree to cover the cost of more expensive laptops.  #badcustomerservice,"CUSTOMER: @115821 not living up to expectations.  Over a week for delivery (on PRIME) - lost two laptops in the depot (have Hermes stolen them??) and you refuse to match my order offering me smaller screens or agree to cover the cost of more expensive laptops.  #badcustomerservice
AmazonHelp: @228511 I'm sorry for the trouble! We strive to give the best customer service that we can. Were you trying to return an item? You can check returns here: https://t.co/aaDyEz1VgE ^MO",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Pricing, offers, and product availability",ESCALATE,
amz-0123,2807512,2807512,@128308 Product with beta software. Facing subtitle issue 4 last 15 days. Tech team unaware of soln.,"CUSTOMER: @128308 Product with beta software. Facing subtitle issue 4 last 15 days. Tech team unaware of soln.
AmazonHelp: @782986 May I know if the issue is with a particular title or with all the titles? ^SH
CUSTOMER: @AmazonHelp It's with all the titles. Raised the issue on 1st nov and then 4-5 times. Email: __email__
AmazonHelp: @782986 Are you facing the issue just with Amazon Fire TV stick or any other devices? ^GK
CUSTOMER: @AmazonHelp Subtitle issue is with FireTV Stick only. Web is working properly. Already informed those points. Pls check my account.
AmazonHelp: @782986 This being a social platform we'll not be able to access your Amazon account details. However, as you have already raised your concern with our technical team, I request you to please wait and our team will get back to you soon with an update. ^SF",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Pricing, offers, and product availability",ESCALATE,
amz-0124,1239733,1239733,"Dear @115850
This is no complain in any way but just to bring something to your attention. Room for improvement dear friends😊👍🏻 https://t.co/6Voinybvn4","CUSTOMER: Dear @115850 This is no complain in any way but just to bring something to your attention. Room for improvement dear friends😊👍🏻 https://t.co/6Voinybvn4
AmazonHelp: @124791 I understand your concern. All the packages are dispatched so that it meets the estimate dates. However, I'll be sure to pass this as a feedback to our team internally. ^MO
CUSTOMER: @AmazonHelp That'll be great 👍🏻 Just wanted to help (where I could) 😊
AmazonHelp: @124791 Thank you for your feedback, Jainendra. It's your feedback which helps us improvise and get you the best always. ^KS
CUSTOMER: @AmazonHelp A rarity with @115821 but still disappointing. More so as it has arrived in my town (destination). Will be glad if I receive it before my flight in evening. https://t.co/HhD7XlIAKH
AmazonHelp: @124791 I'm sorry for the delay of your order. Kindly report it to our support team here: https://t.co/2t6DQoUmNZ we'll look into it and reach out to you soon. Please don't provide your tracking details, as we consider it to be personal information. ^AP
CUSTOMER: @AmazonHelp Sure. What should I tell/report them? Thanks for tracking id info. Will remember. Should I delete my last tweet as I can't remove pic alone?
AmazonHelp: @124791 Looks like you have got the required support &amp; moving forward, share your concerns without mentioning order/account details. ^MJ",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Returns, refunds, and charges",AUTO_HANDLE,
amz-0125,1594680,1594680,Hoje foi dia de comprar It por apenas 43 e pouco na @117086. Amém pessoas que ficam de olho naa promoções,"CUSTOMER: Hoje foi dia de comprar It por apenas 43 e pouco na @117086. Amém pessoas que ficam de olho naa promoções
AmazonHelp: @490016 Ebaa! Que ótimo saber que conseguiu aproveitar a promoção 😊 Assim que receber o livro envie uma fotinho para nós. ^LG",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Prime membership and benefits,AUTO_HANDLE,
amz-0126,468192,468192,Amazon logistics is probably going to be the end of @115821. Love the marketplace but delivery is no longer reliable in our area. Only 1 out of 3 orders actually showed up! Not so 'Prime' service,"CUSTOMER: Amazon logistics is probably going to be the end of @115821. Love the marketplace but delivery is no longer reliable in our area. Only 1 out of 3 orders actually showed up! Not so 'Prime' service
AmazonHelp: @226478 Thank you for being a Prime member. I'm sorry to hear that only 1 of your orders arrived on time. What is the status of the other 2 at this time? You can confirm here: https://t.co/Y5jpI9gRhE. ^SY
CUSTOMER: @AmazonHelp Tracking stated that they were delivered but they were not. Requested a call back and got a refund on them but still very sad as I needed them at the time. This is happening too often with AMZL deeming the service unreliable.
AmazonHelp: @226478 We'd like to escalate these issues to Amazon Logistics for their investigation. When you have a moment, would you send us more detail? You can do so here: https://t.co/kOThwD7GXM ^AM
CUSTOMER: @AmazonHelp Thank you, I was already told it was escalated and I was forwarded to Amazon Logistics who were very very unprofessional on the call (twice). Not a good experience at all!
AmazonHelp: @226478 I am sorry to hear this. Please click on the link provided  by my colleague on the previous post so my team can personally investigate this for you.^GA",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Pricing, offers, and product availability",ESCALATE,
amz-0127,1366980,1366980,@115850 my three out of 4 items have not been delivered but it was marked as delivered. Really unhappy with it for a long time customer,"CUSTOMER: @115850 my three out of 4 items have not been delivered but it was marked as delivered. Really unhappy with it for a long time customer
AmazonHelp: @438218 Sorry to knwo you're facing issues with our logistics. Please reach us from here: https://t.co/rS49hgaADF we'll assist. ^SV
CUSTOMER: @AmazonHelp Thanks!. Yes I did.They are ready to refund it, but not for a replacement.I got the deal price through Amazon Diwali sale, price differs now
AmazonHelp: @438218 Sorry to hear that. I'll surely forward your comments to our teams so that we work on this and improve our services. ^VM
CUSTOMER: @AmazonHelp Thanks. My order Id is 407-4728496-9637941
AmazonHelp: @438218 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. (2/2) ^SY
AmazonHelp: @438218 I understand your concern. I’d like to help you, please fill this form: https://t.co/beaaDm0muc &amp; I’ll contact you soon.(1/2)^SY
CUSTOMER: @AmazonHelp Thanks! Yes I filled the above form! Hope it will be sorted out within 12 hours.",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,Customer service escalation and feedback,ESCALATE,
amz-0128,2308644,2308644,暇すぎるからAmazonプライム動画みまくる,"CUSTOMER: 暇すぎるからAmazonプライム動画みまくる
AmazonHelp: @669642 |ω・) ごゆっくり、お楽しみくださいね～(^^♪TY",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Returns, refunds, and charges",AUTO_HANDLE,
amz-0129,676124,676124,Does @115821 really need a box this big for 5 watch batteries? Help the environment! https://t.co/vPnU9WA1P2,"CUSTOMER: Does @115821 really need a box this big for 5 watch batteries? Help the environment! https://t.co/vPnU9WA1P2
AmazonHelp: @281283 Hi, Matt! I'm sorry that we packed your batteries into the wrong size box. While we strive to get it right, we don't always hit the mark. Please take a moment to add your input about the packaging here: https://t.co/zddYxEyAMb  ^SP
CUSTOMER: @AmazonHelp Wow was not expecting a reply let alone so quick. Thank you for that 😀
AmazonHelp: @281283 No problem, Matt! If you have any other concerns or questions please reach out. We're always here to help! ^TH",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Digital products, devices, and apps",ESCALATE,
amz-0130,2394479,2394479,ok @120533 - delivery was returned to you on 17 october ... how can I contact you re my refund?,"CUSTOMER: ok @120533 - delivery was returned to you on 17 october ... how can I contact you re my refund?
AmazonHelp: @689336 You can contact our CS using the follonwing link https://t.co/hgIrz98cdI and they will help you. ^AR",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Pricing, offers, and product availability",ESCALATE,
amz-0131,22476,22476,"@115821 après un chat direct avec vous au sujet d'une commande ne venant pas de moi, vous avez tout de même débité mon compte de 110,94€. ??","CUSTOMER: @115821 après un chat direct avec vous au sujet d'une commande ne venant pas de moi, vous avez tout de même débité mon compte de 110,94€. ??
AmazonHelp: @120912 Bonjour, quelle était la réponse du service client à ce sujet lors du chat ? ^KD
CUSTOMER: @AmazonHelp que mon dossier devait être examiné, puis que je serais recontactée sous un délais de 48h. Je n'ai jamais été recontactée
AmazonHelp: @120912 Merci de remplir ce formulaire afin que je puisse vérifier votre dossier SVP: https://t.co/HtUowfLjin ^BR
CUSTOMER: @AmazonHelp Bonjour, mon problème n'a toujours pas été réglé après remplissage du formulaire
AmazonHelp: @120912 Bonjour, désolée pour cela, quelle a été la réponse fourni par notre SAV concernant ce souci je vous prie ? ^KE
CUSTOMER: @AmazonHelp La réponse a été que je devais voir avec ma banque. Pourtant à l'origine il y a bien eu un problème sur Amazon.fr
AmazonHelp: @120912 Avez-vous contacté votre banque? Quand avez-vous rempli le formulaire?  ^ARC",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Delivery and order fulfillment,AUTO_HANDLE,
amz-0132,1220955,1220955,James with @115821 customer service is a true miracle worker! https://t.co/Ug25Y2IbZJ,"CUSTOMER: James with @115821 customer service is a true miracle worker! https://t.co/Ug25Y2IbZJ
AmazonHelp: @406480 Go James! 🎉 Survey responses from the follow-up e-mail go directly to the agent's supervisor. 😁 Thanks for sharing! ^LB",Customer service escalation and feedback,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Digital products, devices, and apps",AUTO_HANDLE,
amz-0133,2622525,2622525,C'est serieux d'envoyer les colis sans protection avec l'étiquette à même la boîte les mecs ? 😡 @120533 https://t.co/ePLzL5M4Qb,"CUSTOMER: C'est serieux d'envoyer les colis sans protection avec l'étiquette à même la boîte les mecs ? 😡 @120533 https://t.co/ePLzL5M4Qb
AmazonHelp: @740911 Bonjour, navrée d'apprendre cela. Pourriez-vous nous indiquer le lien vers l'article en question  s'il vous plaît? ^SA
CUSTOMER: @AmazonHelp Hasbro - C03761010 - Fantastic Gymnastics https://t.co/FZWgetkdif
AmazonHelp: @740911 Dans certains cas, les articles expédiés par Amazon sont expédiés dans l'emballage d'origine du fabricant. Vous pouvez consulter notre page d'aide pour avoir plus de détails : https://t.co/NX3m4XZSTO. ^ASZ https://t.co/PBPngwBLK6",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Account access and security,ESCALATE,
amz-0134,782322,782322,おいコラアマゾン https://t.co/jAxRvtFcwT,"CUSTOMER: おいコラアマゾン https://t.co/jAxRvtFcwT
AmazonHelp: @306743 Amazonビデオのタイトルに誤りがあり、ご迷惑をおかけしております。担当部署に報告いたします。正しい情報の反映までお時間を頂きますが、どうぞよろしくお願いいたします。 EK",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Prime membership and benefits,ESCALATE,
amz-0135,2668749,2668749,ワイ父、amazon fire TVをGETしプライムビデオ無双中,"CUSTOMER: ワイ父、amazon fire TVをGETしプライムビデオ無双中
AmazonHelp: @751694 Fire TV Stickをお買い求めいただき、ありがとうございます！（とお父様にお伝えくださいませ。）皆様でお楽しみいただけたら幸いです♪ RI","Digital products, devices, and apps",AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Product condition, item accuracy, and seller issues",AUTO_HANDLE,
amz-0136,448702,448702,"Oh @115830 good old @126705  letting your customers down!!! Next Day Delivery, pfft, yeah right!!!! #RoyalFail #Useless","CUSTOMER: Oh @115830 good old @126705  letting your customers down!!! Next Day Delivery, pfft, yeah right!!!! #RoyalFail #Useless
AmazonHelp: @221310 Oh no! What is the latest update on the tracking? ^BA
CUSTOMER: @AmazonHelp @126705 - Will it come today? Is there some kind of issue at Manchester Mail Centre?? https://t.co/M888QGG6fD
AmazonHelp: @221310 We expect your parcel to arrive on time, Andrew. Please let us know if there are any issues with the delivery.^CN
CUSTOMER: @AmazonHelp On time would’ve been yesterday though.....
AmazonHelp: @221310 Let's look into this in real time. Please call or chat with us here: https://t.co/IscLcxEkFS ^BA
CUSTOMER: @AmazonHelp Hoping they deliver tomorrow. I’m moving and need these cables! Otherwise I’ll have to buy somewhere else and then return these to you.
AmazonHelp: @221310 Keep us posted on the delivery! We want to be sure you receive it. ^MT",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Digital products, devices, and apps",ESCALATE,
amz-0137,1386442,1386442,Was due a delivery from @115821 today what the fuck happened did your driver decide to go trick or treating,"CUSTOMER: Was due a delivery from @115821 today what the fuck happened did your driver decide to go trick or treating
AmazonHelp: @442616 I apologize for the wait! Was a reason provided for the delay or a new delivery date given? ^CS
CUSTOMER: @AmazonHelp They said the next 2 days, I thought the idea of Amazon prime was to deliver the next day
AmazonHelp: @442616 Please contact us here so we can look into this with you: https://t.co/JzP7hlA23B ^SH",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Digital products, devices, and apps",ESCALATE,
amz-0138,2668740,2668740,"Amazonプライム登録してマイノリティリポート見てる
いちいち返しにいく手間がなくて非常に便利","CUSTOMER: Amazonプライム登録してマイノリティリポート見てる いちいち返しにいく手間がなくて非常に便利
AmazonHelp: @751692 リプライ失礼いたします、Amazon公式です( ･ᴗ･ )　プライム登録、ありがとうございます！ビデオ以外にも様々な特典がございますで、よろしければご活用くださいませ🙇 プライム特典一覧 : https://t.co/JVlaJGORZx HM
CUSTOMER: @AmazonHelp わざわざありがとうございます〜 活用させていただきます！
AmazonHelp: @751692 とんでもないです♪ ぜひ～♪ヽ(ˊᗜˋ*)ﾉ TN",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Returns, refunds, and charges",ESCALATE,
amz-0139,882990,882990,Hey @115830 @AmazonHelp  Another scam https://t.co/uLmg0m92vx,"CUSTOMER: Hey @115830 @AmazonHelp  Another scam https://t.co/uLmg0m92vx
AmazonHelp: @329681 Thank you for letting us know about this! Please report the e-mail you received here: https://t.co/W2152vqtX5 ^AC",Account access and security,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Prime membership and benefits,ESCALATE,
amz-0140,649634,649634,@AmazonHelp when you order one day shipping and they charge you for it but it’s not delivered In one day smh,"CUSTOMER: @AmazonHelp when you order one day shipping and they charge you for it but it’s not delivered In one day smh
AmazonHelp: @274426 So sorry for any trouble! Is your order going to miss the delivery date in your confirmation e-mail? Let us know- we'd like to help. ^BL
CUSTOMER: @AmazonHelp  https://t.co/LlgMzNierS
AmazonHelp: @274426 One-Day shipping refers to the transit time, after an order has been shipped. You can learn more here: https://t.co/hTheKi4zvN. We aim to deliver by the delivery date provide via checkout/e-mail. Please let us know if this date is ever missed! ^WJ",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Product condition, item accuracy, and seller issues",ESCALATE,
amz-0141,1772985,1772985,"Hey @115821 @117093, the whole point of “Unattended Delivery” is so that nobody HAS to be there to receive a delivery. So what gives with this? https://t.co/uh7vMSvtJh","CUSTOMER: Hey @115821 @117093, the whole point of “Unattended Delivery” is so that nobody HAS to be there to receive a delivery. So what gives with this? https://t.co/uh7vMSvtJh
AmazonHelp: @238090 That's odd! Let take a look at this in real-time! When you get the chance, reach out to us here: https://t.co/hApLpMlfHN ^HM",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Pricing, offers, and product availability",AUTO_HANDLE,
amz-0142,691142,691142,@AmazonHelp My amazon account had the email address connected to it changed without my knowledge and now i can't access it. Help!,"CUSTOMER: @AmazonHelp My amazon account had the email address connected to it changed without my knowledge and now i can't access it. Help!
AmazonHelp: @285153 I'm sorry to hear about your account! Please reach out to us here: https://t.co/jzvkhdlrK5 for more assistance with this. ^TK",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Pricing, offers, and product availability",ESCALATE,
amz-0143,2816374,2816374,Bummer :( Anything you guys can do? @AmazonHelp https://t.co/BKzz9ZeOLc,"CUSTOMER: Bummer :( Anything you guys can do? @AmazonHelp https://t.co/BKzz9ZeOLc
AmazonHelp: @785126 Have we sent any notification of a possible delay? Also, will you tell us the carrier assigned to your order? We'd be happy to assist in any way possible. ^SK
CUSTOMER: @AmazonHelp Just noticed that message. That's unfortunate considering I'm a prime member https://t.co/5EtwAFyBrD
AmazonHelp: @785126 Typically, late packages arrive the next business day. If it's not received tomorrow, please give us a call or chat to look into options: https://t.co/hApLpMlfHN ^KB",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,"Product condition, item accuracy, and seller issues",ESCALATE,
amz-0144,2777373,2777373,@115821 I am having trouble downloading an auto rip of a cd I recently purchased can you help?,"CUSTOMER: @115821 I am having trouble downloading an auto rip of a cd I recently purchased can you help?
AmazonHelp: @775971 Hi, we're here to help if we can! Are you getting any error messages or codes? For best assistance, we'd also like to know what type of device you're trying to download the mp3 to. ^CS
CUSTOMER: @AmazonHelp it says selection unavailable when i clicked on the go to your album in my email and i am trying to download it to my laptop and my andriod phone
AmazonHelp: @775971 Just to clarify, is the AutoRip logo on the detail page of the CD you purchased? Please learn more here: https://t.co/jpecbJbPgG. ^WJ
CUSTOMER: @AmazonHelp yes it is
AmazonHelp: @775971 When you go here: https://t.co/KRGRFPqOuy are you able to under the ""My Music"" section play the music? From here is this where you're getting an error when trying to download? ^TM
CUSTOMER: @AmazonHelp No I'm not able to play it and yes that is where i am getting the error
AmazonHelp: @775971 In this case, can you reach out to us here via phone or chat for live troubleshooting?  https://t.co/hApLpMlfHN ^GS",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Account access and security,AUTO_HANDLE,
amz-0145,5298,5298,Que hueva tendré que veré vaselina por Amazon prime video. Obvio me pasan una lana por promocionar prime video @116928,"CUSTOMER: Que hueva tendré que veré vaselina por Amazon prime video. Obvio me pasan una lana por promocionar prime video @116928
AmazonHelp: @116927 Hola Val Damon. Puedes hacer una prueba gratuita de Prime Video si nunca lo has usado. Accesa este enlace:  https://t.co/Ce2tgqK8PV   ^JJ","Digital products, devices, and apps",AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Returns, refunds, and charges",AUTO_HANDLE,
amz-0146,1506901,1506901,"LOL @115821, my dog wants you to explain the meaning of a 40” long box delivered for a 16” long product. Save some cardboard at least 🐶😂 https://t.co/lEbKK8uOSC","CUSTOMER: LOL @115821, my dog wants you to explain the meaning of a 40” long box delivered for a 16” long product. Save some cardboard at least 🐶😂 https://t.co/lEbKK8uOSC
AmazonHelp: @469738 We're always looking to improve! You can help us out by submiting your packaging feedback here: https://t.co/dQOCdRfsM6 ^AJ",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,Prime membership and benefits,ESCALATE,
amz-0147,2567010,2567010,"Hey @115825, ich möchte mir nicht zwischen jeder einzelnen Folge einer Serie die Vorschau für eine andere anschauen. Und erst recht nicht immer wieder für die Selbe! Es nervt.","CUSTOMER: Hey @115825, ich möchte mir nicht zwischen jeder einzelnen Folge einer Serie die Vorschau für eine andere anschauen. Und erst recht nicht immer wieder für die Selbe! Es nervt.
AmazonHelp: @728175 Hi, danke für deine offenen Worte zu unseren Einspielern. Dein Feedback leite ich gerne an die zuständigen Kollegen weiter. Lieber Gruß ^SI",Other/Unclear/non-substantive,ESCALATE,Security or insufficient-information risk,weak_rule_generated,needs_manual_review,Account access and security,AUTO_HANDLE,
amz-0148,117915,117915,@6841 @115830 when you say an attempt was made to deliver an item &amp; we've  been home all day what do you call such a statement?,"CUSTOMER: @6841 @115830 when you say an attempt was made to deliver an item &amp; we've  been home all day what do you call such a statement?
AmazonHelp: @142147 I'm sorry to hear this. Have you had a chance to contact the courier for this parcel directly regarding the issue? You can find their contact information here: https://t.co/tYkxOOlykX ^GR
CUSTOMER: @AmazonHelp I am talking to your customer service team who initially kept repeating what was on their computer screen without adding value
AmazonHelp: @142147 Can you advise on what the associate said? ^HS
CUSTOMER: @AmazonHelp Kept repeating that delivery had been attempted and that Amazon would investigate I had to push to speak to a supervisor who is now helping
AmazonHelp: @142147 I am glad you are getting help! Let us know if you need anything! ^DJ
CUSTOMER: @AmazonHelp I will let you know. I had to escalate to get resolution which should have been offered by your first line.
CUSTOMER: @AmazonHelp @115830 well, having been assured by your customer service team my parcel would be delivered this evening it's almost 22:00 and nothing!",Delivery and order fulfillment,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,"Pricing, offers, and product availability",AUTO_HANDLE,
amz-0149,468858,468858,"Al fin me animé a pedirlo por @116875 prime y me acaba de llegar!
Estoy realmente emocionada 😍
@21574 https://t.co/QDcwq4ahCR","CUSTOMER: Al fin me animé a pedirlo por @116875 prime y me acaba de llegar! Estoy realmente emocionada 😍 @21574 https://t.co/QDcwq4ahCR
AmazonHelp: @226634 Hola, Rebeca, por favor, cuéntanos, ¿qué es lo que más te gusta del trabajo de  Aixa De López, y qué fue lo que más te motivó a comprar el libro? ^VM https://t.co/6JvTjr14ha",Prime membership and benefits,AUTO_HANDLE,Concrete intent with sufficient information,weak_rule_generated,needs_manual_review,Prime membership and benefits,AUTO_HANDLE,
amz-0150,1721610,1721610,"Amazon charged me 16 dollars for some kindle shit bitch everything I accepted said ""30 days free"" wtf","CUSTOMER: Amazon charged me 16 dollars for some kindle shit bitch everything I accepted said ""30 days free"" wtf
AmazonHelp: @520985 We're sorry for the unexpected charge! Learn more about Kindle Unlimited and the membership fee here: https://t.co/fNa4tKlFZO ^ZW","Digital products, devices, and apps",ESCALATE,Sensitive payment dispute,weak_rule_generated,needs_manual_review,"Digital products, devices, and apps",AUTO_HANDLE,
