conversation_root_id,customer_message,amazonhelp_response
773487,@AmazonHelp yep it didn't arrive . now I have to wait till Sunday. Thank you #Amazon for messing up a gift. #now to go to #Walmart,@164745 I'm sorry for the disappointment! Please give us a call or chat so we can look into alternatives: https://t.co/hApLpMlfHN ^TG
180592,@AmazonHelp hi I’ve ordered qualifying products so I could receive the baby box but I’m not getting the option to claim the box.,@158459 Are you a Prime member? ^MC
812400,"@AmazonHelp since when does your delivery driver show facial frustration and tell me to “ hurry up as I have a busy day” just because I took 20 seconds to speak to my wife as she was in the kitchen about the delivery. 
She had to reject 1 and she was expecting 2 parcels today.",@313583 I'm sorry to hear about this. Who was the carrier of your order? You can check the carrier information on the order:  https://t.co/aaDyEz1VgE. ^MI
2607003,Hey @120533 c’est vilain de ne pas tenir ses promesses... https://t.co/w97pUcsGk4,"@737511 Bonsoir,
Désolée d'apprendre cela. Quel est le transporteur en charge de la livraison?
Mbayang"
2736294,@115821 don't promise next day delivery for #Prime members you can't fulfill the promise . #disruptive #annoyed 👿,@766791 I'm sorry for the delay! Have we missed the delivery date stated at checkout? ^TR
1675559,@AmazonHelp Why does not the email support reply for my concerns?,@307929 We'd like to help. Did any of your concerns went unaddressed? ^MO
1536211,"@AmazonHelp Paid for same day delivery. Just got notice it was delivered (nothing at my house) Called CS ""Sorry system update call back 1 hr",@476322 I'm sorry you don't have your order yet! This may help you locate your delivery: https://t.co/vCaaOl22Bv. Keep us posted! ^BN
494864,No vuelvo a comprar algo en @116875 😡😡😡😡,@233018 ¡Hola! Lamentamos cualquier inconveniente. ¿Has tenido algún problema con un pedido o con tu cuenta? ^ES
1427180,なんかAmazonから有料サイト使用の際の未納分があります、本日中に連絡しないと法的処置に移行しますってショートメール来たんだけどさ。カード登録してんだからそっから落とせよ。つかメールアドレス登録してんだからそっちに送れよって思うよね。みんな気をつけてね。,"@451519 ご承知のとおり、残念ながら悪質な詐欺が増加しているようですのでお気を付けください。
https://t.co/st4oU67M9n を装った詐欺と思われる連絡を受け取った際はこちらをご覧ください。→ https://t.co/6FFQWtk21y SK"
1406559,Boycott @115850  Delivered my product somewhere without my consent. Amazon escalation team took no charge of it. Pathetic service,@446938 Looks like you've had an unpleasant experience with us. Could you please elaborate what went wrong? We would like to help. ^SM
1546057,@115821 the whole reason for me to get prime was the 2 days shipping now it's taking 4-7 days what's the point,@478783 Sorry to hear that. Without giving out personal info please let us know what happened? ^RS
1125155,"@115850 1st time felt poor service by Amazon, I have complained about my cashback and till date I didn't got it.","@385300 I understand your concern regarding the cash back, please share your details here: https://t.co/z8uF4Cxqw6 and we'll assist you accordingly. ^SU"
274240,@115830 #thump mum ordered our litter tray stuff on prime for delivery weds got email saying delayed to thurs - didn't arrive 😔😔😔🐰🐰🐰🐰,@181524 I'm sorry this hasn't arrived as expected. What does the current tracking display: https://t.co/aaDyEz1VgE? ^RR
2984652,Man shout out to @115821 for the new photo proof delivery service. https://t.co/xSNXRb8QkE,@761706 A picture is worth a thousand! :) ^NN
1441922,"Awful service from @115830 Order not fulfilled, no explaination as to why. Seriously wondering if Prime is worth the money.",@454546 We aim to meet the delivery date provided in your order confirmation e-mail: https://t.co/YnHxGSmFO2 Has the date passed? ^KJ
517615,"@115821 Don't make a guarantee unless you can guarantee results. Order#112-7588643-3918603
#ALToRnativeFacts",@239356 I'm sorry for the delay. We don't have account access through Twitter. Has the tracking updated to reflect this: https://t.co/Y5jpI9ys9c ^RR
77530,"Hey @AmazonHelp, I think you have a problem... I'm not Ann, and I got an email yesterday saying thank you for activating my FireTV stick, that I hadn't yet taken out of the box, so I assume someone now has one attached to my account. #amazon #fail #badsecurity https://t.co/vI6MYW4fGH","@133273 Oh no! This is not what we want to happen! Please reach out to us here https://t.co/hApLpMlfHN via phone or chat so we can get this sorted for you.
^AV"
163632,"@117086 meu pedido chegou e eu estou extremamente feliz, amo vocês",@153850 Sérioo🎉 ! Posta uma fotinho para a gente. ^MB https://t.co/IBkMfGOrrC
304541,@115821 Just found out another package has been considered lost for a collector's edition game that is non-replaceable. This is the 3rd order that has gone missing in a year and a half for an item that was ordered months in advance. Thoughts?,@188722 I'm sorry your package is missing. We'd like to help! Was the order sold by Amazon or a seller? https://t.co/Y5jpI9gRhE ^RM
2913228,@AmazonHelp una pregunta amazon en el pedido que me llegara mañana dice antes de las 9pm es 1 hora antes o mas para estar mas seguro,"@806460 Hola, sldldg. Por favor ten presente que ese es un dato estimado, la hora efectiva de entrega depende de varios factores, por lo tanto, lo mejor sería tener disponibilidad total hasta la hora máxima de entrega para así poder recibir el paquete. ^CB"
835790,"Amazonでコンビニ受取にして今日の昼に到着したんだけど、Eメール来ない(T_T)

配送状況の詳細では受取可能になってるけど、配送状況の確認では準備中になってる、どうなってるの？？？

家に居なくて受け取れないからコンビニ受取にしたけど、自宅で再配達した方が早かった気がする。",@318972 失礼いたします、Amazonです。注文履歴でご確認いただいていることとお察しいたします。状況を確認した上で対応させていただきますので、恐れ入りますが、こちらよりカスタマーサービスにお問い合わせください。https://t.co/GTKfUbxJqO RI
907999,"@115850 the product does not received to me but message came, you product delivered successfully, pls help me https://t.co/WDeW7SOsze",@335615 Please don't provide your order details as we consider it to be personal info. Our page is visible to the public. (2/2) ^GK @335615 I'm sorry about the conflicting tracking information. Have you contacted our team here: https://t.co/vlvfJr4nN9 ? (1/2) ^GK
608099,Amazonから配達完了のメール来てるのに家のどこにもポケモン無くて謎が謎を呼ぶ迷宮ミステリー。,@264532 ポストなどに投函されていないか、また、ご家族の方などが受け取られていないかどうかをご確認ください。該当しない場合は、リンクよりカスタマーサービスにお問い合わせください。https://t.co/J6YEizo6qC TN
1137263,"お急ぎ便使ったのに届かないのはまじカスだと思いました。
さよならAmazon。",@387901 (2/2)なお本日お急ぎ便でご注文された場合、注文確定日から3日以内にお届けをする配送サービスとなりますため、発売日当日にお届けできる確約はございません。注文履歴に記載されているお届け予定日での配達をお待ちください。HM @387901 (1/2)リプライ失礼いたします。ご予約商品の場合、商品詳細ページに発売日当日お届け記載がある場合を除き、入荷状況や配送時間の関係上、発売日後に商品をお届けする場合があります。https://t.co/tW27pphoq8 HM
723640,"@118919 @AmazonHelp . That's fine, I'll ship the product back. But who owns the risk of further damage during back shipment?",@293100 Kindly connect with us here: https://t.co/u04ED4Q7vs and we'll help you with the required information. ^SH
2384904,@115830 really?!? Worst content to packaging ratio I've seen to date! Not very green are you? 😡 https://t.co/wGrkzzJt0f,@687394 Sorry about this. Please leave feedback here: https://t.co/fxgZ6hTrFA to avoid this happening again ^KM
561642,"Calls blocked to @115850 no reply after multiple mails to fix this.
Pathetic customer support @115821 @115850 https://t.co/qJlFpkGriz","@251430 I'm sorry about the problem you have with the call back request, could you help us with the issue you are facing? ^MJ"
1462540,"Hey @115821, I was out walking my dog when one of your delivery drivers threw a package from the sidewalk over a fence, 15 feet to a door https://t.co/OOCpEPXOse","@459453 Thanks for bringing this to our attention, Parker! Please provide us with more details here: https://t.co/k4I0ua1CPj ^JD"
1012877,Um @115821 says they delivered my package to the front desk/receptionist. I don't have a front desk/receptionist....hmmm,"@359677 I am very sorry for the troubles, Kriystin! Have you tried these steps: https://t.co/Y4hwXoNXVw to locate the delivery? ^FR"
1264814,"@115850 pthetic std of prime srvices .nobody hs any idea whr d pkg is, dat I hv alrdy paid for . Shame amazon! #407-64432331483510","@416172 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^KA @416172 here: https://t.co/GIJyeYqKE0 and we'll have the issue checked for you. (2/2) ^KA @416172 Sorry to know about the delivery issue. Believe me, this is not what we intended. Please share your details (1/2) ^KA"
1402138,¡Qué bien se lo pasan los de @116928! https://t.co/NUit5vOuUx,"@446013 Hola Joana, ¿cómo te podemos ayudar? ^AZ"
421768,@115850 kindly take attention into this matter https://t.co/BAwannlB7a,@215480 Please don’t provide your details here as we consider them to be personal information. Our page is visible to public. ^GS @215480 Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll contact you with an update. ^GS
911576,"この前Amazon先輩で買ったパーツほんとにどこ行ったんだろう…
ほんまにちゃんと配達されてるの？",@336506 アマゾンです。ご注文いただいた商品が届いていない状況でございますか。注文履歴に記載のお届け予定日は経過しておりますでしょうか。https://t.co/19psGdirCW ET
2966396,@115821 every package I've ordered this week that's been at least a day late. I get not wanting to pay ups to deliver but maybe pay your drivers more so they actually want to do their job. What's the point of paying for prime if the delivery is whenever you feel like it?,"@818380 Hello, Ashley. I'm sorry you're having issues with some of your recent deliveries. That's not the type of service that we aim to provide. Do you have any current orders that have missed the delivery date given in your order confirmation e-mail?   ^FJ"
373646,"Dear @115821 :

You have David Johansen listed as “Johnson” in the documentary New York Doll.

Please correct, it’s one helluvan oversight.",@204542 Please use this link to send direct feedback and for the option to discuss this further: https://t.co/4G2ZeLtP7n ^DO
386401,"@AmazonHelp I have a pckg in a locker &amp; have to pick up ""by Oct 10"" - at what time? Can I still pick it up tomorrow? If not, can I extend?","@207482 To see the hours for each available location, go to https://t.co/nvo0GkmEKA
2. Click “Find"" and Enter an address or ZIP code. ^TD"
2422656,This is how my last 2 deliveries have been left from @115830. Surely that's not right??? https://t.co/Ya2IeC2m6a,"@695816 Oh no! Not what we like to see at all, Gary. Have you set up a safe place for your packages to be delivered? That can help prevent this in the future. We have more information here: https://t.co/qEamZRawQQ. ^BL"
1403985,"@AmazonHelp Well, it's happened again! Yet another one of my orders messed up by Amazon; and this time they've really screwed me over!",@408415 I'm sorry for this experience. Can you tell us more about what's gone on without posting order or account info? ^DO
136240,. @115850 you have the Oneplus 5T in stock but you are not selling it because the lightning deal got over ? Not everybody is free at 12:30,"@146701 I get your concern. However, the product would be available during the flash sale. Hence, you wouldn't find an option to place an order for the mobile on website. You may refer to the link here: https://t.co/qJakpl6aLI for more info on the next sale. ^GK"
1572981,Ansiosa pela Black friday da @117086,@155895 Sally a gente também está muito anciosa🙈. Já tem a lista de desejos cheia? ^MB
2863396,"@AmazonHelp who would I need to contact about my recent order that says delivered but nothing was ever received to mailbox, door, etc.?",@795373 Hey there! I'm sorry you haven't received your package yet! Here is a help page with some helpful steps on what to do if this situation occurs: https://t.co/szHa8gqg6X ^GM
2657689,"Dear @117634 - when a user complains about double charging, it's a bad idea to ERASE ALL Kindle's annotations from DAYS OF STUDY, ok?",@749228 I'm sorry you don't have your annotations! Do you still have access to the ebook? Do you see them here: https://t.co/IomsqmptrT? ^AM
1546394,"Gestern mehrere Artikel bestellt die ich heute brauche, mit Prime, Lieferdatum auf heute. Nicht versendet. Danke für gar nichts @116316","@478856 Melde dich doch gleich mal hier https://t.co/va1VRoK7GS und lass meine Kollegen prüfen, was passiert ist. Gruß ^DS"
150537,"@117086 duvida: eu tenho um carrinho lotado. Se eu entrar pelo link de um comissionado, a comissão vai pra ele, ou só se eu fizer toda a compra novamente? #help #BF #amazon","@150332 Oi Luri! Com relação a sua pergunta, neste caso você pode entrar em contacto com os nossos colegas de atendimento ao cliente no seguinte link: https://t.co/h9XbDugy3Q. Tenho certeza que eles vão te ajudar. ^NP"
2888353,Dear @115821 what is the point in having a prime account when next day delivery actually means in 3 days maybe?,@800884 Sorry to hear about this. Do you currently have an order that's been delayed that we can help you with? ^MI
2533543,@115850 d seller team of amazon are bug fraud..its also like a big scam,@241868 I'm sorry for any bad experience. Could you let us know what went wrong ? ^AS
526497,Amazon速い https://t.co/TPm0XJ7eIX,@241840 ご利用ありがとうございました！またのご利用をお待ちしております～♪(*´∇｀*) TN
1429117,"Dear @115821 adding option ""Select by country delivery"" in search results will improve customer experience a lot.",@451951 Visit Amazon Global to search and browse for items that qualify for international shipping: https://t.co/kfQ5Xlmo6h ^RR
1703139,"Okay, @115821 was already awesome but their customer service is also amazing. So helpful!",@516319 It's customers like you that make us awesome! 😊 ^HM
1367506,@115850 There was a loop hole on offer 4-8 October which is be a prime member and after that add in AmazonPay and get 20% cashback.,@438337 That's odd. We'd like to investigate this. Could you please let us know more about the loop hole. We'd like to check it. ^HD
1247764,@AmazonHelp Sooooooo I have a package that was supposed to be delivered by 9pm... It's 9:30...,@347410 Oh no! I'm sorry about the late order. Who was the carrier for it? You can check here: https://t.co/LDAj4olgPu ^BE
2818557,@119625  why doesn't you guys support Google Chromecast casting from your app ?,"@785466 We do not support Prime Video on Chromecast. You can watch your favourite movies &amp; TV shows using the Fire TV Stick :https://t.co/QUwOnU4jNV However, I'll certainly share your feedback to the relevant team internally. ^EM"
779389,#noexcuse @120533 #serviceclient me disant qu'ils étudient mon dossier. N'est pas nécessaire-Affaire claire-Paquet perdu.Où est mon colis?,"@217606 Bonjour, je suis navrée pour cela. Votre dossier est-il actuellement pris en charge par notre SAV? Expliquez-moi davantage SVP."
635693,"Lustig, wie ich seit 4 Stunden ungestört in der Wohnung rumwurstele und jetzt ne Benachrichtigung bekomme, dass mir mein @116316 Päckchen zugestellt wurde...","@270746 Hi, hast du das Päckchen irgendwo gesehen? Ist es evtl. so dünn, dass es in den Briefkasten passte? ^BL"
2122375,amazonから覚えのないメール変更きてたので確認したら勝手に何か注文されてた　カスタマーサービスの連絡先が載ってない・・・・なにこれ,@625268 ご心配をおかけしております。状況を確認のうえ対応させていただきますので、こちらよりお電話でカスタマーサービスにお問い合わせください。フリーダイヤル：0120-999-373 (フリーダイヤルが利用できない電話：011-330-3000) RI
1661494,I had returned one item a month back but still haven't received the reimbursement yet! @AmazonHelp @115850,@453989 I understand your concern regarding refund. Could you please confirm if you have shared details in link provided earlier? ^VH
1561100,ACHTUNG! Es sind mal wieder @116316 Phishing Mails unterwegs bei denen man denken kann das sie von Amazon selbst sind! https://t.co/SYI5paY2wD,@482286 Danke dir für den Hinweis. Alle Infos dazu findest du hier: https://t.co/d0QMUzLQJe Viele Grüße ^TR
2320728,"Why does this keep happening with @115821 shipping? Tracking information just stops, no sign of what happened to my package. This crap always happens with stuff I need for work.",@672571 We're sorry to hear your parcel hasn't arrived as expected! Has your order missed the delivery date provided in your confirmation e-mail? Can you share with us the most recent tracking information you have? You can find the info here:  https://t.co/aaDyEz1VgE ^AZ
1495557,Is there some kind of issue with @115830 deliveries in the North of England? Have several things due Prime today not out for delivery yet,"@467252 Hi, when an order dispatches you'll be updated via email. Please keep us posted, we want your orders to reach you today^TP"
225558,amazonのプライムビデオに銀魂'があったので見てる,@169877 （´-`）.｡oO ( 銀魂制覇は長期戦となりますので、寝不足等お気を付けいただき、休憩しながらお楽しみくださいませ・・・ )HM
2968270,@115821 I was supposed to get a package yesterday and another one today and I still haven’t received any of them nor any email,@137571 Oh no! I'm sorry for the trouble. You can check here for updates and information for your order: https://t.co/Y5jpI9gRhE Hope this helps! Let us know. ^MO
2522345,Son unos ineficientes @116875   yo los quería mil.,"@718365 Hola, Pao's. Lamentamos mucho cualquier inconveniente que se haya presentado con tu cuenta o con tus pedidos, ¿podrías por favor darnos más información al respecto? ^CB"
23198,"@115850 Order number 407-2412845-1630730, how to change shipping address?",@121051 details as we consider them to be personal information. Our Twitter page is visible to public. 3/3 ^SB @121051 support team here: https://t.co/vlvfJr4nN9 We'll look into it. Please don’t provide your order/account 2/3 ^SB @121051 You may change the shipping address if the new address is within the same city. Please connect to our 1/3 ^SB
2549513,@115850 guys.... U all r cheater.. paid 62k against 24karat gold coin of 20gm. Received only gaurantee card. empty box . What the hell? 👿👿,@724381 Apologies for the inconvenience. Have you reported this to our support team here: https://t.co/vlvfJr4nN9? ^RB
1501743,@115821  quando vão colocar o video direct no Brasil?,"@468577 Oi, atualmente não temos essas informações, recomendamos ficar de olho no nosso site e redes sociais para novidades. ^HC"
2859960,Les bonnes pratiques de @120533 pendant le #BlackFriday (va expliquer ça a ton gosse le soir de Noël) https://t.co/3UFc2WqAZ5,"@794735 Bonsoir, je suis sincèrement désolée pour cela, avez-vous effectué cette commande, soit depuis un nouvel ordinateur ou avec des coordonnées différentes que d'habitude je vous prie ?
^KE"
913811,@115850  wtf dis is?😑😑😑... fedup with ua service...😑 https://t.co/yV03cyUuCU,"@337018 consider it to be personal information. Our Twitter page is public.​ 3/3 ^EM @337018 here: https://t.co/beaaDm0muc &amp; we'll look into it form you. Also, please don't provide your order details, as we 2/3 ^EM @337018 I'm sorry about the trouble you've faced with the order. Kindly reach out to our support team 1/3 ^EM"
1219160,"@115850   please help me cancel my list order.  #406-2462388-1048323 
Cancel it ASAP","@406045 Please don't provide your order details, as we consider it to be personal info. Our page is visible to the public. 2/2^OS @406045 We don't have access to your account over Twitter. Request you to connect with us here: https://t.co/vFhMq2GSQe. 1/2 ^OS"
1538021,"@115821 OK. I have looked for a good 10 minutes, and apparently there is no way to report a package as missing. I can watch a video that...",@476657 So sorry about that! Can you tell us who the carrier is here: https://t.co/Y5jpI9gRhE ^LS
2760918,"@AmazonHelp 
I have 2 order in my account
And only 1 order was charged .
I want to know what it takes to complete the 2 order? https://t.co/W7vYXt4yEq","@772489 Hi there, thanks for reaching out. We won't charge you for an order until it ships. Some orders will require more processing time, and we'll e-mail you once it ships out. ^DW"
2972830,@115821 WHY do I pay for prime if everything is gonna be delayed?? Twice in one week!!!!!,@819924 I am so sorry your package was delayed! Did you receive an e-mail providing a new delivery date? ^LS
2910293,"1週間前に頼んだアンチアビリティのブルーレイがまだ届かないんですが
どうなってるんすかアマゾンさん",@805695 ご心配をおかけしております。お届け予定日を経過しても未着の場合はお調べしますので、以下のリンクよりお問合わせください。https://t.co/J6YEizo6qC 出品者が発送する商品の場合は、お手数ですが、直接出品者にお問い合わせください。SM
2381814,"Last three Amazon orders have been delivered late.  The last two were given to the USPS, could be the problem or maybe Amazon is to aggressive in their delivery schedule.","@548979 Thank you for reaching out to us. This is definitely not the experience we want for our customers, and we'd like to help the best we can!  Are you waiting on a current order from us: https://t.co/Y5jpI9gRhE? ^NN"
1211210,Really @115830 - does a single belt really need a box this big? Such a waste of resources!! Could have fit a tv in there! https://t.co/VOhXV5qxho,@404286 Thanks for highlighting. Can you report it here: https://t.co/fxgZ6hTrFA? ^MC
2212044,"@AmazonHelp @115850 @115823   Every 2 Orders There Is a delivery problem. 
Whats the use of getting prime then?",@646521 That's strange. I'm sorry to hear that. Let me investigate this further and help assist. Please drop your details here https://t.co/hhQgyEphn0 (1/2) ^VM @646521 so that we can get in touch with you. (2/2) ^VM
2698984,Gracias @116875  ;) 👏🏼 https://t.co/cy2n7s46pF,"@758290 Hola Jerry. Estamos felices de saber que recibiste tu pedido. 😁😁😁 Cuentános, ¿ya lo estrenaste? ^HC https://t.co/RqZrJvL8FR"
1680920,@115830 this hasn't been delivered I'm on the phone and you customer service is appalling https://t.co/99v6z6tLMP,@511102 I'm so sorry for this issue with your delivery. Please let us know what options are gone over. Thank you. ^DO
985088,Very disappointed!!on amazons attitude and approach towards customer. #AmazonIndia #Amazon,@353496 I'm sorry to hear that; have you reported this to our support team here:https://t.co/rS49hgaADF for assistance? ^GD
840453,お届け指定日したのに届かないからAmazonはクソ,@319983 アマゾンです。ご迷惑をおかけしております。ご指定いただいた日時を経過しても商品が届かない場合は、カスタマーサービスで状況を確認させていただきますので、こちらからご連絡ください。https://t.co/NtNAX37Sr4 ET
420978,"@115850 Issue in my nw iPad, If I ask for return they say 10 days return policy, but I couldn't do as i was in outstation not happy Amazon",@215330 Kindly get in touch with the manufacturer and claim the warranty. Appreciate your understanding. ^AK (2/2) @215330 Sorry about the trouble. All the products sold on Amazon are covered under manufacturers warranty. ^AK (1/2)
2817146,@119625 pls add jandhyala movies in telugu.,"@197803 We will continue to add new content. Please stay tuned! From my end, I will forward your request to the concerned team. ^BS"
2367986,@115821 I️ applaud your optimism. https://t.co/1TFxld2sBi,@582420 It isn't uncommon for items to be delivered the day they are shipped. Please keep us informed of your order's status. ^DO
2565659,"Time to cancel @115830 Prime. Nearly every order recently has been delayed.

Im currently waiting for a delivery right now, just received an email saying it will be -dispatched- tomorrow, not even delivered. Terrible service.","@727890 I'm very sorry for the recent delivery delays. Have you noticed a specific pattern with the delays? Whenever you have the time, give us a shout here: https://t.co/JzP7hlA23B We'd be happy to assist in real-time. ^SK"
2724958,"@115850 it's 18:14 in the evening and my product is out for delivery since morning....

It's urgent....Waiting for the product since few days already..Will I get it today????

@215765",@497678 As the package is out for delivery. Kindly wait until the end of the day to receive the package. ^SY
145676,"Vou conferir as ofertas da @117086, alguém me segura","@149042 Marina, ficamos em espera de você na loja 😉, pode conferir nossas ofertas no seguente link:  https://t.co/uAEseVj8vR. ^AG"
905284,Nothing worse than the aggravation of waiting for a package to arrive that has a 12 hour window at a comm add that's open 9 hours. @115821,"@334914 I'm sorry for any inconvenience this has caused, Aaron! How late is this place open? We deliver until 8PM; keep us posted! ^FD"
873767,@AmazonHelp I started a return but never got a packaging slip. Says my refund won’t be processed until return the item. Any tips?,"@327443 Sure thing, Jessica! Have you tried checking your email for a return label? Spam &amp; junk folders included! Let us know! ^SA"
471510,Dear @115850 this is in regards to order no 402-2806285-1786714 Delivery is pending from 28th November The delivery boy do not picks up my call and disconnect it. And in End of Day I get message that Delivery boy was not able to find my house 07905072*** is still disconnecting,"@227275 I'm sorry to know about the trouble with delivering your order. Kindly reach out to our support team here: https://t.co/vlvfJr4nN9 and we'll get this sorted. Also, please don't post your order details as we consider them personal info. Our page is public. ^PB"
2439654,I keep ordering bath bombs from @115821 but every time I get them in the mail it’s just a toaster in a box. This shit isn’t funny anymore.,@699737 I'm sorry to hear you didn't receive the correct item! Has this happened with the same listing twice? You can also look into return/replacement options here: https://t.co/VPsqXRzRuL ^BH
2971933,#YaLlegaDiciembreYYo pidiendo todo por @116875  en friega loca para no ir a romperme la cara contra todos en las tiendas 😁 https://t.co/Pw0XgYGrHz,"@819702 ¡Hola, Diana! Cuéntanos, ¿ya sabes cuáles productos vas a comprar en nuestro sitio? ^NB"
1264520,"@115850  Your customer care is useless couldn't help me in purchasing a product ended up ordering from Flipkart 

Bakvas support 😡",@159105 We would like to help you. Please share your details with us here: https://t.co/GIJyeYqKE0. We'll get in touch shortly. ^CB
2789052,"@AmazonHelp Hello I pre ordered sims 4 but have not received the free DLC as promised, how do I go about this please","@752206 Hi, Aimee! I'm sorry for any frustration we may have caused. Can you please clarify which version of The Sims 4 you pre-ordered? Was it the Cats and Dogs expansion, or The Sims 4 for console? ^SP"
2144436,"When @115830 Prime fail to deliver 2 parcels, even after expected delivery dates &amp; you have to rewrite your lesson plans. #stressful",@630478 I'm sorry we've let you down! What's the delivery date shown in your order confirmation e-mail: https://t.co/59R9Bg1Qwj? ^JM
1378500,"Really @115850 ?? A 100% off?? 

#shamsale https://t.co/AZrIa2VAgy",@440907 Thanks for bringing this to our notice. I'll surely forward this to our concerned team internally. ^SH
289009,Okay so my parcel has been “out for delivery” since 9:39am. Where the heck is it?😫😫 I need to get ready for Ibiza! @115830 😫😫😫,"@142796 Hey there. Thanks for reaching out Katie, we'd love to help! Couriers do deliver until 9pm. Keep us updated! ^SA"
2769057,"@117086 Bom Dia, vcs acabaram de me avisar que tentaram fazer a entrega, mas to em casa e isso não confere. Moro em uma rua sem saida e deixo especificado que o n da rua é 363 mas moro na CASA 15. Ou ñ tentaram ou foram na casa errada.","@774206 Olá Renato, sinto muito pelo inconveniente. Por favor contata nosso SAC através deste link: https://t.co/qGpkDwGRhX . ^MB"
222809,"@115833 If I can play music across all Echo devices in the house, why can't I check status of timer set on another device? Work on that.",@169216 Thanks for pointing this out. You can submit feedback like this right to our developers. Here's how: https://t.co/osgLTKFsvs ^CL
1272357,"@120533 A quand une boîte au ""colis"" amazon a mettre sur notre boîte au lettre pour éviter les avis de passage ;) ?",@417839 💡 Quelle bonne suggestion ! Je ne manquerais pas de la faire remonter 🙂 ^ARC
319836,"@115850 Advertising Price Rs 10,590 and Not in Stock. But Available to sell on Rs 15,700. #FakeDeals. Fake Sale October 4-8. https://t.co/HprVOHwkjl","@192235 The prices offered are of the sellers' discretion. However, I have forwarded your comment as a feedback for review internally. ^SI"
783429,@115821 customer service chat was zero help. Terrible customer service. I've been a prime member for years.,"@306988 I'm so sorry you had a poor experience! Without revealing account details, can you tell us more about what's going on? ^RM"
283189,Eurgh why is my parcel taking so long to come @115830 #websterspages excited for it but can't use it,@183463 Sorry to hear about this Danielle. Is there tracking available?: https://t.co/aaDyEz1VgE ^PK
1219152,@117795 how great is this!! Sick college son in raleigh.  Ordered comfort food that will be delivered in just a couple hours. Thnk u,"@406041 So glad we could help, Bonnie! I hope he gets well soon! 🤒 🍲 ^JZ"
1366974,"@115821, not sure why it takes 2 weeks to ship an add-on item that is made from paper. Also they didn't even shipped the full order together",@126334 I'm sorry for the wait! What's the delivery date on your confirmation e-mail here: https://t.co/5peNLF2uzL? Has it passed? ^EB
2291349,@115821 feeling cheated by cashback offer on shopping through pay balance. No cash back n when contacted customer care it was said will be done . Now since product return time expires they say I m not eligible.😕,"@665501 I'm sorry about the unpleasant experience you've had. I’d like to help you with this, please fill this form: https://t.co/GIJyeYqKE0, with more details about the cashback and we’ll contact you at the earliest. ^MP"
2486948,Nell’anteprima c’è scritto “in spedizione” ma quando entrò nella pagina no e inoltre non mi hanno inviato la email però i soldi li hanno tolti.. secondo voi è in spedizione o no? #amazon #reputation https://t.co/3voAdmCMLG,"@617612 Da Twitter non posso verificare il tuo account, se nell'e-mail di conferma d'ordine ti è stata indicata la consegna a domani ti invito ad attendere. A presto! ^GA"
2312003,Hey @115821 why can't I preorder LA Noire in the US? What's the point of Amazon Prime if I can't use the sole reason I purchased it?,@670497 Oh no! Which platform are you playing on? ^BE
435148,@115821 Paket befindet sich in Auslieferung und benötigt dann aber von Aschheim bis München Mitte (8 km) 2 Tage???????? #Drohne,"@218367 Sollte nicht so lange dauern:( 
Lass das mal bitte prüfen: https://t.co/YuPK6dhEDG ^AV"
689200,"Pour la Black Friday Week, je me suis payée la tablette Fire 7 à 60€ d'Amazon qui soulagera ma vieille Samsung Galaxy Tab pleine à craquer. Hélas la livraison est assurée par Amazon Logistics, je crains le pire...",@284680 Je vous souhaite une bonne réception de votre article. N'hésitez pas à nous tenir au courant. ^ARC
1402885,@115821 u guy's are making us fool I don't why we r trust on us...,@446173 Apologies for the unpleasant experience. Could you please elaborate the issue so that we can resolve it at the earliest. ^MN
2978172,"@115821 Hey Amazon, you're about to lose a lot of business if you keep using Ontrac as delivery courier. I've been a prime member for YEARS now, and I'm considering cancelling my membership ALL TOGETHER! How many more packages must Ontrac lose/STEAL from your customers!!!",@821362 I'm sorry for the trouble! We'd like to take a closer look at this and go over available options. Please reach out to us here at your earliest convenience: https://t.co/hApLpMlfHN ^LJ
1676407,"Qué pasó @116875  noes la primera vez q fallas en algo.Pense q teníamos algo especial 💔 soy Prime,lo pedí n marzo 😩  quiero 1 recompensa https://t.co/k149NX030y",@379036 Hola Memo. En caso de que tu pedido no llegue en la fecha estimada de entrega contactanos para brindarte asistencia. ^HC
1291010,Kann man bei @116316 eigentlich auch direkt am Lager abholen?,"@421905 Hi, das ist nicht möglich. Gibt es denn mit einer Lieferung Probleme? Lieber Gruß ^SI"
326373,"@AmazonHelp All the voices in Amazon movies sound like gerbils. All the words are very fast. Tried restarting firestick, Pausing, rew, ff",@193751 We'd like to try some real-time troubleshooting with you. Please reach out to us via phone/chat here: https://t.co/hApLpMlfHN ^KP
1332684,Didn't expect so poor response from @115850 1st they delivered faulty #iPhone6S nd now not responding my complaint. #fraudcompany @131027 https://t.co/LFa59a5n0n,@374354 I'm sorry for that. I'd like to help you. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^BV
2316915,"Dear @115850 every book I want to buy on Kindle it shows currently unavailable 
What’s the matter 
Attached screenshot for reference https://t.co/eQwKMWxfpt",@671762 Sorry to know you're having trouble purchasing Kindle e-books. Kindly connect with our team here: https://t.co/TdDksLo6Mf. We'll look into it. ^PS
